,ORDERTYPE,CUSTOMER,ITEMCODE,ORDERDATE,OREDEREDQUANTITY
40855,ES1,C00301,IT0001113,17-JAN,72.0
40856,ES1,C00301,IT0001068,13-MAR,144.0
40857,ES1,C00301,IT0001068,13-MAR,144.0
40858,ES1,C00205,IT0001113,24-MAR,72.0
40859,ES1,C00287,IT0001381,14-MAR,4.0
40860,ES3,C00152,IT0001481,06-MAR,10.0
40861,ES1,C00367,IT0001488,23-DEC,10.0
40862,ES1,C00245,IT0001371,05-APR,40.0
40863,ES3,C00290,IT0001488,17-MAR,13.0
40864,ES3,C00152,IT0001026,06-JAN,350.0
40865,ES1,C00307,IT0001088,10-OCT,1280.0
40866,ES1,C00311,IT0001415,27-FEB,15.0
40867,ES1,C00307,IT0001088,10-OCT,1280.0
40868,ES1,C00307,IT0001088,10-OCT,1280.0
40869,ES1,C00311,IT0001088,27-NOV,480.0
40870,ES1,C00334,IT0001088,05-JUN,160.0
40871,ES1,C00205,IT0001088,01-MAY,1120.0
40872,ES1,C00238,IT0001151,25-OCT,240.0
40873,ES3,C00102,IT0001151,09-AUG,48.0
40874,ES1,C00311,IT0001433,16-MAY,10.0
40875,ES1,C00256,IT0001443,20-JUL,13.0
40876,ES1,C00276,IT0001088,17-NOV,368.0
40877,ES3,C00143,IT0001088,14-JUN,15.0
40878,ES1,C00115,IT0001088,17-MAR,480.0
40879,ES1,C00115,IT0001088,17-MAR,480.0
40880,ES1,C00115,IT0001088,17-MAR,480.0
40881,ES1,C00115,IT0001113,18-JAN,300.0
40882,ES1,C00115,IT0001113,18-JAN,300.0
40883,ES1,C00115,IT0001113,18-JAN,300.0
40884,ES1,C00370,IT0001406,23-FEB,30.0
40885,ES1,C00237,IT0001084,10-APR,1750.0
40886,ES1,C00237,IT0001084,10-APR,1750.0
40887,ES1,C00195,IT0001023,26-APR,400.0
40888,ES1,C00173,IT0001085,17-APR,750.0
40889,ES1,C00173,IT0001085,17-APR,750.0
40890,ES1,C00285,IT0001043,26-JAN,200.0
40891,ES1,C00359,IT0001074,17-APR,24.0
40892,ES1,C00238,IT0001124,11-FEB,64.0
40893,ES3,C00311,IT0001133,30-JAN,60.0
40894,ES3,C00193,IT0001088,06-JUN,640.0
40895,ES3,C00240,IT0001012,13-JUN,2500.0
40896,ES1,C00287,IT0001415,14-MAR,10.0
40897,ES3,C00216,IT0001088,21-SEP,160.0
40898,ES1,C00287,IT0001088,20-DEC,320.0
40899,ES1,C00297,IT0001168,03-MAY,100.0
40900,ES3,C00335,IT0001467,28-MAR,25.0
40901,ES1,C00355,IT0001231,26-OCT,450.0
40902,ES1,C00355,IT0001232,26-NOV,45.0
40903,ES1,C00360,IT0001378,04-DEC,50.0
40904,ES3,C00240,IT0001012,13-JUN,2500.0
40905,ES3,C00240,IT0001012,13-JUN,2500.0
40906,ES3,C00240,IT0001012,13-JUN,2500.0
40907,ES1,C00316,IT0001088,19-JAN,800.0
40908,ES1,C00316,IT0001088,19-JAN,800.0
40909,ES1,C00309,IT0001012,06-DEC,500.0
40910,ES1,C00283,IT0001076,16-MAY,250.0
40911,ES3,C00110,IT0001124,29-FEB,56.0
40912,ES1,C00246,IT0001124,16-AUG,8.0
40913,ES1,C00102,IT0001066,17-OCT,130.0
40914,ES3,C00110,IT0001162,20-DEC,102.0
40915,ES1,C00315,IT0001170,18-APR,24.0
40916,ES3,C00342,IT0001162,28-DEC,96.0
40917,ES1,C00240,IT0001151,10-JAN,64.0
40918,ES1,C00101,IT0001172,20-JUL,12.0
40919,ES1,C00127,IT0001012,10-DEC,3000.0
40920,ES1,C00315,IT0001076,01-SEP,250.0
40921,ES1,C00355,IT0001217,22-MAR,1140.0
40922,ES1,C00360,IT0001484,04-DEC,42.0
40923,ES1,C00363,IT0001478,22-MAR,13.0
40924,ES1,C00358,IT0001484,16-JUL,250.0
40925,ES1,C00363,IT0001482,22-MAR,8.0
40926,ES1,C00110,IT0001467,11-OCT,5.0
40927,ES1,C00195,IT0001015,23-NOV,3000.0
40928,ES1,C00195,IT0001015,23-NOV,3000.0
40929,ES1,C00284,IT0001079,21-JUN,1300.0
40930,ES1,C00252,IT0001425,20-APR,3.0
40931,ES1,C00313,IT0001076,04-APR,500.0
40932,ES1,C00115,IT0001077,04-APR,44.0
40933,ES1,C00256,IT0001494,28-MAR,100.0
40934,ES1,C00313,IT0001076,04-APR,500.0
40935,ES1,C00246,IT0001020,18-JAN,160.0
40936,ES3,C00304,IT0001088,29-NOV,220.0
40937,ES1,C00316,IT0001088,25-FEB,640.0
40938,ES1,C00246,IT0001020,28-AUG,160.0
40939,ES3,C00246,IT0001020,28-NOV,160.0
40940,ES1,C00313,IT0001040,16-OCT,72.0
40941,ES1,C00252,IT0001106,03-MAR,850.0
40942,ES1,C00252,IT0001106,03-MAR,850.0
40943,ES1,C00252,IT0001106,03-MAR,850.0
40944,ES1,C00246,IT0001012,03-MAR,250.0
40945,ES1,C00128,IT0001012,16-MAR,3750.0
40946,ES1,C00128,IT0001012,16-MAR,3750.0
40947,ES1,C00128,IT0001012,16-MAR,3750.0
40948,ES1,C00277,IT0001088,06-DEC,100.0
40949,ES1,C00126,IT0001126,20-OCT,100.0
40950,ES1,C00110,IT0001020,11-OCT,640.0
40951,ES3,C00313,IT0001076,14-AUG,250.0
40952,ES1,C00316,IT0001076,21-MAR,250.0
40953,ES3,C00201,IT0001084,12-APR,100.0
40954,ES1,C00115,IT0001020,29-AUG,320.0
40955,ES1,C00115,IT0001020,29-AUG,320.0
40956,ES1,C00110,IT0001020,11-OCT,640.0
40957,ES1,C00252,IT0001415,18-NOV,15.0
40958,ES1,C00252,IT0001084,21-DEC,25.0
40959,ES1,C00277,IT0001076,16-FEB,250.0
40960,ES1,C00257,IT0001076,28-JUN,250.0
40961,ES1,C00245,IT0001056,09-NOV,160.0
40962,ES3,C00193,IT0001088,06-JUN,640.0
40963,ES1,C00337,IT0001088,06-SEP,12.0
40964,ES1,C00127,IT0001012,10-DEC,3000.0
40965,ES1,C00127,IT0001012,10-DEC,3000.0
40966,ES3,C00240,IT0001012,13-JUN,2500.0
40967,ES1,C00342,IT0001012,17-MAY,250.0
40968,ES1,C00256,IT0001076,16-JUN,750.0
40969,ES1,C00238,IT0001088,30-JUN,1600.0
40970,ES1,C00238,IT0001088,30-JUN,1600.0
40971,ES1,C00238,IT0001088,30-JUN,1600.0
40972,ES1,C00362,IT0001411,22-FEB,150.0
40973,ES1,C00362,IT0001411,22-FEB,150.0
40974,ES1,C00246,IT0001040,06-DEC,72.0
40975,ES3,C00246,IT0001040,14-SEP,72.0
40976,ES3,C00159,IT0001101,29-NOV,500.0
40977,ES1,C00304,IT0001113,20-SEP,200.0
40978,ES1,C00304,IT0001113,20-SEP,200.0
40979,ES1,C00304,IT0001113,20-SEP,200.0
40980,ES1,C00127,IT0001101,12-JUN,360.0
40981,ES1,C00354,IT0001088,18-FEB,480.0
40982,ES1,C00354,IT0001088,18-FEB,480.0
40983,ES1,C00205,IT0001076,03-MAY,1000.0
40984,ES1,C00205,IT0001076,03-MAY,1000.0
40985,ES1,C00315,IT0001076,19-JAN,250.0
40986,ES1,C00354,IT0001020,07-APR,1280.0
40987,ES1,C00354,IT0001020,07-APR,1280.0
40988,ES1,C00362,IT0001404,22-FEB,5.0
40989,ES1,C00316,IT0001124,26-MAY,60.0
40990,ES1,C00348,IT0001133,28-MAY,10.0
40991,ES1,C00337,IT0001151,20-OCT,24.0
40992,ES1,C00314,IT0001162,20-NOV,64.0
40993,ES1,C00223,IT0001171,28-MAY,280.0
40994,ES1,C00340,IT0001151,28-JUL,8.0
40995,ES3,C00313,IT0001133,28-AUG,50.0
40996,ES1,C00354,IT0001020,07-APR,1280.0
40997,ES1,C00354,IT0001020,07-APR,1280.0
40998,ES1,C00329,IT0001088,03-AUG,150.0
40999,ES1,C00333,IT0001147,14-NOV,1.0
41000,ES1,C00101,IT0001101,19-JUN,180.0
41001,ES1,C00314,IT0001040,03-APR,72.0
41002,ES1,C00315,IT0001040,04-JUL,72.0
41003,ES1,C00256,IT0001040,28-NOV,20.0
41004,ES1,C00287,IT0001113,07-MAR,72.0
41005,ES1,C00246,IT0001159,28-AUG,24.0
41006,ES1,C00357,IT0001074,07-JAN,40.0
41007,ES1,C00112,IT0001159,06-JAN,80.0
41008,ES1,C00364,IT0001131,06-APR,600.0
41009,ES1,C00205,IT0001133,01-MAY,42.0
41010,ES1,C00292,IT0001130,06-NOV,32.0
41011,ES3,C00102,IT0001151,22-AUG,40.0
41012,ES1,C00301,IT0001124,10-FEB,32.0
41013,ES1,C00301,IT0001124,10-FEB,32.0
41014,ES1,C00313,IT0001020,04-MAY,320.0
41015,ES1,C00313,IT0001020,04-MAY,320.0
41016,ES1,C00102,IT0001020,17-OCT,800.0
41017,ES1,C00102,IT0001020,17-OCT,800.0
41018,ES1,C00283,IT0001020,29-MAY,160.0
41019,ES1,C00355,IT0001514,13-OCT,71.0
41020,ES1,C00360,IT0001373,21-APR,67.0
41021,ES1,C00365,IT0001373,31-MAY,100.0
41022,ES1,C00359,IT0001119,27-APR,7.0
41023,ES1,C00355,IT0001225,15-MAR,104.0
41024,ES1,C00110,IT0001151,13-JUN,200.0
41025,ES1,C00313,IT0001151,24-APR,80.0
41026,ES1,C00280,IT0001415,19-JUL,5.0
41027,ES1,C00237,IT0001024,06-DEC,480.0
41028,ES1,C00115,IT0001068,18-FEB,72.0
41029,ES3,C00342,IT0001113,15-FEB,72.0
41030,ES1,C00237,IT0001016,31-DEC,1500.0
41031,ES1,C00283,IT0001088,20-SEP,480.0
41032,ES1,C00283,IT0001088,20-SEP,480.0
41033,ES1,C00305,IT0001088,10-APR,200.0
41034,ES3,C00329,IT0001088,13-MAR,1000.0
41035,ES3,C00329,IT0001088,13-MAR,1000.0
41036,ES3,C00329,IT0001088,13-MAR,1000.0
41037,ES1,C00251,IT0001151,31-OCT,200.0
41038,ES1,C00110,IT0001151,17-JAN,80.0
41039,ES1,C00301,IT0001151,17-JAN,160.0
41040,ES1,C00311,IT0001068,09-FEB,144.0
41041,ES1,C00311,IT0001068,09-FEB,144.0
41042,ES3,C00340,IT0001108,27-MAR,130.0
41043,ES3,C00277,IT0001101,07-DEC,1.0
41044,ES1,C00252,IT0001106,03-MAR,850.0
41045,ES1,C00354,IT0001499,23-JUL,25.0
41046,ES1,C00311,IT0001499,12-DEC,25.0
41047,ES1,C00256,IT0001481,28-NOV,139.0
41048,ES1,C00256,IT0001481,28-NOV,139.0
41049,ES1,C00313,IT0001476,05-JAN,25.0
41050,ES1,C00316,IT0001381,05-OCT,218.0
41051,ES1,C00156,IT0001494,16-NOV,160.0
41052,ES1,C00301,IT0001494,03-FEB,20.0
41053,ES1,C00301,IT0001151,17-JAN,160.0
41054,ES1,C00311,IT0001467,21-JUN,25.0
41055,ES1,C00311,IT0001467,21-JUN,25.0
41056,ES1,C00340,IT0001076,25-SEP,250.0
41057,ES1,C00275,IT0001088,08-MAR,160.0
41058,ES1,C00316,IT0001076,09-AUG,500.0
41059,ES1,C00301,IT0001433,13-OCT,10.0
41060,ES1,C00257,IT0001151,28-JUL,16.0
41061,ES1,C00126,IT0001088,24-JAN,1000.0
41062,ES3,C00329,IT0001088,13-MAR,1000.0
41063,ES1,C00182,IT0001088,06-JUN,100.0
41064,ES3,C00128,IT0001088,18-JAN,160.0
41065,ES1,C00110,IT0001113,13-JUN,72.0
41066,ES3,C00304,IT0001113,21-SEP,120.0
41067,ES1,C00115,IT0001113,23-DEC,144.0
41068,ES1,C00143,IT0001159,08-FEB,8.0
41069,ES3,C00313,IT0001162,29-NOV,120.0
41070,ES3,C00313,IT0001162,29-NOV,120.0
41071,0,0,0,0,0.0
41072,ES1,C00315,IT0001151,17-MAR,80.0
41073,ES1,C00115,IT0001113,23-DEC,144.0
41074,ES3,C00277,IT0001088,11-OCT,150.0
41075,ES3,C00313,IT0001076,12-MAY,250.0
41076,ES1,C00115,IT0001020,18-FEB,320.0
41077,ES1,C00264,IT0001170,19-JAN,350.0
41078,ES1,C00370,IT0001415,11-MAY,100.0
41079,ES1,C00238,IT0001088,22-MAR,1280.0
41080,ES1,C00315,IT0001088,21-MAY,480.0
41081,ES1,C00315,IT0001088,21-MAY,480.0
41082,ES1,C00315,IT0001088,21-MAY,480.0
41083,ES1,C00335,IT0001088,11-JAN,480.0
41084,ES1,C00335,IT0001088,11-JAN,480.0
41085,ES1,C00335,IT0001088,17-OCT,320.0
41086,ES1,C00335,IT0001088,17-OCT,320.0
41087,ES1,C00101,IT0001076,24-FEB,250.0
41088,ES1,C00334,IT0001076,05-JAN,1000.0
41089,ES1,C00334,IT0001076,05-JAN,1000.0
41090,ES1,C00334,IT0001076,05-JAN,1000.0
41091,ES1,C00361,IT0001410,18-OCT,30.0
41092,ES1,C00113,IT0001033,10-JAN,130.0
41093,ES1,C00238,IT0001108,22-MAR,130.0
41094,ES1,C00139,IT0001113,10-NOV,80.0
41095,ES1,C00127,IT0001113,13-FEB,40.0
41096,ES3,C00194,IT0001113,05-JAN,123.0
41097,ES1,C00314,IT0001020,20-DEC,160.0
41098,ES1,C00287,IT0001020,13-DEC,160.0
41099,ES1,C00355,IT0001521,27-AUG,585.0
41100,ES1,C00355,IT0001292,16-FEB,1170.0
41101,ES1,C00355,IT0001247,23-JUN,192.0
41102,ES1,C00355,IT0001521,21-JAN,585.0
41103,ES1,C00252,IT0001096,24-DEC,3529.0
41104,ES1,C00252,IT0001096,24-DEC,3529.0
41105,ES1,C00128,IT0001012,16-MAR,3750.0
41106,ES1,C00128,IT0001012,16-MAR,3750.0
41107,ES3,C00128,IT0001012,18-JUL,1000.0
41108,ES3,C00128,IT0001012,20-JAN,250.0
41109,ES1,C00355,IT0001221,31-MAR,29.0
41110,ES1,C00256,IT0001406,16-MAY,14.0
41111,ES1,C00333,IT0001101,14-NOV,1.0
41112,ES1,C00115,IT0001113,28-NOV,72.0
41113,ES1,C00312,IT0001012,09-NOV,1000.0
41114,ES1,C00115,IT0001020,18-FEB,320.0
41115,ES1,C00257,IT0001159,23-DEC,24.0
41116,ES1,C00238,IT0001159,19-APR,200.0
41117,ES1,C00127,IT0001162,06-OCT,102.0
41118,ES3,C00238,IT0001162,18-AUG,138.0
41119,ES1,C00315,IT0001433,18-OCT,50.0
41120,ES1,C00110,IT0001162,12-JUL,48.0
41121,ES1,C00129,IT0001068,19-DEC,144.0
41122,ES1,C00309,IT0001020,30-OCT,320.0
41123,ES1,C00301,IT0001415,13-NOV,10.0
41124,ES1,C00354,IT0001012,11-FEB,2500.0
41125,ES1,C00354,IT0001012,11-FEB,2500.0
41126,ES1,C00354,IT0001012,11-FEB,2500.0
41127,ES1,C00354,IT0001012,11-FEB,2500.0
41128,ES3,C00102,IT0001020,14-FEB,320.0
41129,ES1,C00102,IT0001020,17-OCT,800.0
41130,ES1,C00311,IT0001414,01-OCT,25.0
41131,ES1,C00102,IT0001020,17-OCT,800.0
41132,ES1,C00102,IT0001020,17-OCT,800.0
41133,ES1,C00315,IT0001020,01-SEP,480.0
41134,ES1,C00315,IT0001020,01-SEP,480.0
41135,ES1,C00138,IT0001084,07-APR,500.0
41136,ES1,C00113,IT0001113,02-MAY,72.0
41137,ES1,C00127,IT0001101,12-JUN,360.0
41138,ES3,C00238,IT0001101,18-AUG,180.0
41139,ES1,C00297,IT0001025,12-MAR,400.0
41140,ES1,C00127,IT0001151,30-JUN,32.0
41141,ES1,C00256,IT0001433,14-SEP,18.0
41142,ES1,C00359,IT0001138,15-FEB,15.0
41143,ES1,C00283,IT0001433,01-SEP,6.0
41144,ES1,C00301,IT0001133,01-MAR,84.0
41145,ES1,C00110,IT0001040,11-OCT,72.0
41146,ES3,C00110,IT0001068,16-APR,72.0
41147,ES1,C00237,IT0001111,04-AUG,70.0
41148,0,0,0,0,0.0
41149,ES1,C00143,IT0001084,11-FEB,75.0
41150,ES1,C00115,IT0001066,11-NOV,130.0
41151,ES1,C00240,IT0001068,03-MAR,72.0
41152,ES1,C00238,IT0001028,09-FEB,180.0
41153,ES1,C00313,IT0001020,24-DEC,480.0
41154,ES1,C00115,IT0001088,18-FEB,320.0
41155,ES1,C00238,IT0001076,09-OCT,2250.0
41156,ES1,C00238,IT0001076,09-OCT,2250.0
41157,ES1,C00238,IT0001076,09-OCT,2250.0
41158,ES1,C00238,IT0001076,09-OCT,2250.0
41159,ES1,C00238,IT0001076,16-NOV,750.0
41160,ES1,C00238,IT0001020,11-FEB,960.0
41161,ES1,C00238,IT0001020,11-FEB,960.0
41162,ES1,C00102,IT0001088,31-MAY,5000.0
41163,ES1,C00102,IT0001088,31-MAY,5000.0
41164,0,0,0,0,0.0
41165,ES1,C00115,IT0001088,18-FEB,320.0
41166,ES1,C00313,IT0001020,24-JAN,1600.0
41167,ES1,C00313,IT0001020,24-JAN,1600.0
41168,ES1,C00313,IT0001020,24-JAN,1600.0
41169,ES1,C00313,IT0001020,31-MAR,1600.0
41170,ES1,C00313,IT0001020,31-MAR,1600.0
41171,ES1,C00313,IT0001020,24-JAN,1600.0
41172,ES1,C00332,IT0001300,14-JUL,1300.0
41173,ES1,C00143,IT0001299,10-FEB,500.0
41174,ES1,C00274,IT0001307,11-OCT,1500.0
41175,ES1,C00332,IT0001300,05-DEC,1150.0
41176,ES1,C00274,IT0001307,11-OCT,1500.0
41177,ES1,C00313,IT0001020,24-JAN,1600.0
41178,ES1,C00126,IT0001088,24-JAN,1000.0
41179,ES1,C00126,IT0001088,24-JAN,1000.0
41180,ES1,C00252,IT0001415,11-APR,25.0
41181,ES1,C00313,IT0001170,04-MAY,78.0
41182,ES1,C00313,IT0001170,04-MAY,78.0
41183,ES1,C00314,IT0001170,04-JUL,126.0
41184,ES1,C00314,IT0001170,04-JUL,126.0
41185,ES1,C00363,IT0001128,22-MAR,5.0
41186,ES1,C00316,IT0001126,18-JAN,476.0
41187,ES3,C00110,IT0001113,14-MAR,72.0
41188,ES1,C00301,IT0001481,01-AUG,20.0
41189,ES3,C00315,IT0001371,04-SEP,5.0
41190,ES1,C00315,IT0001381,21-SEP,4.0
41191,ES1,C00313,IT0001020,24-JAN,1600.0
41192,ES1,C00277,IT0001088,18-SEP,50.0
41193,ES1,C00277,IT0001088,28-JAN,100.0
41194,ES3,C00154,IT0001088,18-JAN,1600.0
41195,ES1,C00237,IT0001024,15-NOV,320.0
41196,ES1,C00195,IT0001085,27-MAR,250.0
41197,ES1,C00237,IT0001016,02-JUN,1250.0
41198,ES1,C00316,IT0001126,18-JAN,476.0
41199,ES1,C00237,IT0001170,31-DEC,100.0
41200,ES1,C00283,IT0001088,08-MAR,160.0
41201,ES1,C00104,IT0001088,09-FEB,100.0
41202,ES1,C00182,IT0001076,25-DEC,300.0
41203,ES1,C00102,IT0001088,31-MAY,5000.0
41204,ES1,C00102,IT0001088,31-MAY,5000.0
41205,ES1,C00102,IT0001088,31-MAY,5000.0
41206,ES1,C00238,IT0001376,29-AUG,50.0
41207,ES1,C00257,IT0001371,03-JAN,36.0
41208,ES1,C00102,IT0001088,31-MAY,5000.0
41209,ES1,C00102,IT0001088,31-MAY,5000.0
41210,ES1,C00102,IT0001088,31-MAY,5000.0
41211,ES1,C00102,IT0001088,31-MAY,5000.0
41212,ES1,C00238,IT0001076,15-DEC,2500.0
41213,ES1,C00238,IT0001076,15-DEC,2500.0
41214,ES1,C00238,IT0001076,15-DEC,2500.0
41215,ES1,C00238,IT0001076,15-DEC,2500.0
41216,ES1,C00238,IT0001088,22-MAR,1280.0
41217,ES1,C00238,IT0001088,22-MAR,1280.0
41218,ES1,C00102,IT0001088,31-MAY,5000.0
41219,ES1,C00102,IT0001088,31-MAY,5000.0
41220,ES1,C00339,IT0001024,24-MAY,320.0
41221,ES1,C00238,IT0001088,09-FEB,1280.0
41222,ES1,C00238,IT0001088,09-FEB,1280.0
41223,ES1,C00238,IT0001088,09-FEB,1280.0
41224,ES1,C00238,IT0001088,09-FEB,1280.0
41225,ES1,C00166,IT0001088,06-FEB,393.0
41226,ES1,C00166,IT0001088,06-FEB,393.0
41227,ES1,C00238,IT0001020,11-FEB,960.0
41228,ES1,C00238,IT0001020,11-FEB,960.0
41229,ES1,C00101,IT0001088,16-MAY,480.0
41230,ES1,C00353,IT0001088,28-DEC,160.0
41231,ES3,C00334,IT0001088,24-JAN,160.0
41232,ES3,C00154,IT0001088,18-JAN,1600.0
41233,ES1,C00309,IT0001012,20-NOV,2000.0
41234,ES1,C00309,IT0001012,06-DEC,4000.0
41235,ES3,C00246,IT0001012,03-OCT,500.0
41236,ES1,C00283,IT0001012,20-NOV,500.0
41237,ES1,C00301,IT0001012,09-MAY,2000.0
41238,ES1,C00301,IT0001012,09-MAY,2000.0
41239,ES1,C00301,IT0001012,09-MAY,2000.0
41240,ES1,C00195,IT0001107,23-NOV,5.0
41241,ES1,C00314,IT0001108,31-AUG,130.0
41242,ES1,C00252,IT0001106,21-FEB,100.0
41243,ES1,C00237,IT0001096,30-NOV,320.0
41244,ES1,C00237,IT0001106,15-MAR,100.0
41245,ES1,C00237,IT0001084,23-JUN,500.0
41246,ES1,C00257,IT0001088,18-APR,320.0
41247,ES3,C00102,IT0001076,12-MAY,250.0
41248,ES1,C00355,IT0001236,03-AUG,4800.0
41249,ES1,C00355,IT0001236,03-AUG,4800.0
41250,ES1,C00355,IT0001236,16-NOV,1920.0
41251,ES1,C00237,IT0001037,10-OCT,100.0
41252,ES1,C00354,IT0001040,18-SEP,72.0
41253,ES1,C00308,IT0001043,12-MAR,144.0
41254,ES1,C00237,IT0001159,15-MAR,200.0
41255,ES1,C00195,IT0001159,06-OCT,50.0
41256,ES1,C00156,IT0001159,25-OCT,192.0
41257,ES1,C00301,IT0001020,25-JAN,480.0
41258,ES1,C00237,IT0001024,23-JUN,320.0
41259,ES1,C00308,IT0001024,23-OCT,160.0
41260,ES1,C00313,IT0001020,24-JAN,1600.0
41261,ES1,C00313,IT0001020,31-MAR,1600.0
41262,ES1,C00313,IT0001020,31-MAR,1600.0
41263,ES1,C00313,IT0001020,31-MAR,1600.0
41264,ES1,C00301,IT0001151,17-JUL,56.0
41265,ES1,C00315,IT0001432,18-JAN,5.0
41266,ES1,C00252,IT0001471,28-MAR,3.0
41267,ES1,C00287,IT0001028,23-MAR,180.0
41268,ES1,C00115,IT0001405,01-SEP,1.0
41269,ES1,C00313,IT0001020,31-MAR,1600.0
41270,ES1,C00313,IT0001020,31-MAR,1600.0
41271,ES1,C00311,IT0001012,27-NOV,750.0
41272,ES1,C00257,IT0001084,21-FEB,25.0
41273,ES1,C00301,IT0001113,27-APR,72.0
41274,ES1,C00335,IT0001151,11-FEB,120.0
41275,ES1,C00335,IT0001151,11-FEB,120.0
41276,ES1,C00166,IT0001135,30-MAR,100.0
41277,ES1,C00283,IT0001151,30-JAN,64.0
41278,ES1,C00205,IT0001151,25-JAN,52.0
41279,ES1,C00315,IT0001159,16-AUG,32.0
41280,ES3,C00335,IT0001113,13-AUG,72.0
41281,ES1,C00311,IT0001113,06-JUN,432.0
41282,ES1,C00311,IT0001113,06-JUN,432.0
41283,ES1,C00311,IT0001113,06-JUN,432.0
41284,ES1,C00205,IT0001113,01-NOV,72.0
41285,ES1,C00311,IT0001113,06-JUN,432.0
41286,ES1,C00311,IT0001113,06-JUN,432.0
41287,ES1,C00238,IT0001113,29-NOV,288.0
41288,ES1,C00102,IT0001020,02-JUL,1120.0
41289,ES1,C00313,IT0001020,31-MAR,1600.0
41290,ES1,C00313,IT0001020,31-MAR,1600.0
41291,ES1,C00128,IT0001180,16-MAR,100.0
41292,ES3,C00128,IT0001012,14-JUN,1250.0
41293,ES1,C00283,IT0001172,14-JUL,12.0
41294,ES1,C00128,IT0001012,16-MAR,3750.0
41295,ES3,C00246,IT0001012,25-JUL,250.0
41296,ES3,C00313,IT0001012,28-AUG,500.0
41297,ES1,C00102,IT0001020,02-JUL,1120.0
41298,ES1,C00102,IT0001020,02-JUL,1120.0
41299,ES1,C00102,IT0001020,02-JUL,1120.0
41300,ES1,C00335,IT0001162,22-MAR,90.0
41301,ES1,C00238,IT0001113,29-NOV,288.0
41302,ES3,C00370,IT0001405,27-OCT,20.0
41303,ES1,C00252,IT0001111,08-MAY,100.0
41304,ES1,C00252,IT0001030,05-JAN,100.0
41305,ES1,C00283,IT0001012,20-FEB,250.0
41306,ES1,C00283,IT0001076,10-AUG,250.0
41307,ES1,C00354,IT0001012,08-JUN,250.0
41308,ES1,C00335,IT0001162,22-MAR,90.0
41309,ES3,C00102,IT0001162,03-AUG,24.0
41310,ES1,C00305,IT0001133,08-MAR,25.0
41311,ES1,C00257,IT0001124,13-MAR,24.0
41312,ES1,C00205,IT0001124,20-SEP,80.0
41313,ES1,C00138,IT0001022,21-SEP,438.0
41314,ES1,C00205,IT0001076,01-NOV,1250.0
41315,ES3,C00102,IT0001076,01-MAR,500.0
41316,ES3,C00102,IT0001076,01-MAR,500.0
41317,ES3,C00110,IT0001076,16-APR,1250.0
41318,ES3,C00110,IT0001076,16-APR,1250.0
41319,ES1,C00257,IT0001108,10-AUG,130.0
41320,ES3,C00139,IT0001133,26-JUL,77.0
41321,ES1,C00102,IT0001133,16-SEP,1002.0
41322,ES3,C00240,IT0001433,09-JAN,83.0
41323,ES1,C00355,IT0001232,16-NOV,45.0
41324,ES1,C00359,IT0001121,26-MAR,4.0
41325,ES1,C00360,IT0001364,21-APR,95.0
41326,ES3,C00110,IT0001076,16-APR,1250.0
41327,ES1,C00124,IT0001084,12-DEC,1000.0
41328,ES3,C00335,IT0001406,28-MAR,25.0
41329,ES1,C00336,IT0001032,06-SEP,3000.0
41330,ES1,C00352,IT0001076,10-APR,5.0
41331,ES1,C00301,IT0001020,25-JAN,480.0
41332,ES1,C00301,IT0001020,21-FEB,320.0
41333,ES1,C00246,IT0001076,16-JAN,170.0
41334,ES1,C00256,IT0001415,25-OCT,50.0
41335,ES1,C00335,IT0001414,18-JAN,5.0
41336,ES3,C00102,IT0001076,23-JUN,250.0
41337,ES1,C00113,IT0001076,18-DEC,1000.0
41338,ES1,C00113,IT0001076,18-DEC,1000.0
41339,ES3,C00102,IT0001076,28-JUL,250.0
41340,ES3,C00342,IT0001076,06-SEP,250.0
41341,ES1,C00158,IT0001076,16-FEB,165.0
41342,ES1,C00314,IT0001076,09-AUG,1500.0
41343,ES1,C00355,IT0001229,21-JAN,208.0
41344,ES1,C00355,IT0001229,21-JAN,208.0
41345,ES1,C00110,IT0001028,24-OCT,180.0
41346,ES3,C00313,IT0001108,29-AUG,130.0
41347,ES1,C00355,IT0001516,07-DEC,50.0
41348,ES1,C00355,IT0001215,21-AUG,416.0
41349,ES1,C00360,IT0001412,25-JUL,6.0
41350,ES1,C00359,IT0001484,17-MAR,60.0
41351,ES1,C00360,IT0001081,21-APR,100.0
41352,ES1,C00358,IT0001081,15-MAR,344.0
41353,ES1,C00358,IT0001081,15-MAR,344.0
41354,ES1,C00355,IT0001222,21-JAN,936.0
41355,ES1,C00355,IT0001222,21-JAN,936.0
41356,ES1,C00355,IT0001222,21-JAN,936.0
41357,ES1,C00240,IT0001076,27-AUG,500.0
41358,ES1,C00240,IT0001076,27-AUG,500.0
41359,ES3,C00313,IT0001076,05-DEC,1250.0
41360,ES3,C00313,IT0001076,17-FEB,500.0
41361,ES3,C00277,IT0001076,07-AUG,10.0
41362,ES3,C00277,IT0001076,15-SEP,100.0
41363,ES1,C00115,IT0001108,01-FEB,260.0
41364,ES1,C00115,IT0001108,01-FEB,260.0
41365,ES1,C00143,IT0001367,31-MAR,10.0
41366,ES1,C00315,IT0001481,27-FEB,100.0
41367,ES1,C00257,IT0001499,10-MAR,35.0
41368,ES3,C00277,IT0001076,09-OCT,25.0
